Issue ID,Judul
25,Pembangunan Sistem Marketplace Yang Dapat Merekomendasikan Grup Facebook Yang Sesuai Dengan Produk Menggunakan Algoritme Cosine Similarity
25,Pengenalan Wajah dengan Pose Unik menggunakan Metode Learning Vector Quantization
25,Desain Arithmetic Logic Unit 8bit untuk Central Processing Unit 8bit
25,Implementasi Low Power Mode Pada Pendeteksi Kebocoran Gas Dengan Atmega328P Berbasis NRF24L01
25,Sistem Klasifikasi Aktivitas Manusia Menggunakan Sensor Accelerometer dan Gyroscope dengan Metode K-Nearest Neighbor Berbasis Arduino
25,Pengembangan Aplikasi Manajemen Informasi Sedekah Berbagi Makanan Berbasis Android Dengan Metode Rekayasa Perangkat Lunak Berorientasi Penggunaan Ulang
25,Load Balancing Server Web Berdasarkan Jumlah Koneksi Klien Pada Docker Swarm
25,Klasifikasi Multilabel Menggunakan Metode Fuzzy Similarity K-Nearest Neighbor Untuk Rekomendasi Pencarian Artikel Online
25,Diagnosis Penyakit Sapi Menggunakan Metode Promethee
25,Sistem Monitoring Kadar Gas Berbahaya Di Lingkungan Industri Menggunakan Protokol MQTT
25,Sistem Diagnosis Penyakit Pada Sapi Potong Menggunakan Metode Bayesian Network
25,Perbandingan Sistem Kendali Ar-Drone Menggunakan Leap Motion Pada Node Js dan Labview
25,Implementasi Algoritme K-Means Clustering Dan Naive Bayes Classifier Untuk Klasifikasi Diagnosa Penyakit Pada Kucing
25,"Analisis Perbandingan Aplikasi Google Maps, Wisepilot, dan Here Wego Dengan Pendekatan User Centered Design (UCD) dan Kaidah Cartography"
25,Implementasi Switch Openflow Berbasis Software Dengan Memanfaatkan Raspberry Pi Untuk Infrastruktur SDN
25,Optimasi Algoritme Genetika Untuk Memaksimalkan Laba Pembangunan Perumahan
25,Implementasi Algoritme Genetika dan Analytical Hierarchy Process untuk Penerimaan Siswa Baru pada Sekolah Menengah Kejuruan
25,Implementasi Metode Fuzzy K-Nearest Neighbor Untuk Identifikasi Cedera Pada Pemain Futsal
25,Optimasi Komposisi Bahan Makanan Atlet Olahraga Menembak dengan Menggunakan Metode Evolution Strategies (ES)
25,Implementasi Jaringan IPv6 dan Constrained Application Protocol (CoAP) pada Sistem Monitoring Kualitas Air
25,Analisis Kinerja XBee Seri 2C Berdasarkan Jarak dan Besar Paket Data
25,Penentuan Jumlah Kendaraan Menggunakan Blob Detection dan Background Subtraction
25,Peramalan Harga Cabai Menggunakan Metode High Order Fuzzy Times Series Multifactors
25,Pengontrolan Derajat Keasaman (pH) Air Secara Otomatis Pada Kolam Ikan Gurame Menggunakan Metode Fuzzy Mamdani
25,Evaluasi dan Pemodelan Proses Bisnis Menggunakan Business Process Management Notation dan Quality Evaluation Framework (QEF) Pada Perusahaan Gumcode Indonesia
25,Pengembangan Aplikasi Mobile Augmented Reality Sebagai Media Belajar Pengenalan Dasar Huruf Hijaiyah
25,Diagnosis Penyakit Cabai Menggunakan Metode Fuzzy K-Nearest Neighbor (FKNN)
25,Analisis Routing Multi Copy Dengan Stationary Relay Node Dan Management Buffer First In - First Out (FIFO) Pada Delay Tolerant Network (DTN)
25,Analisis Performa Algoritma SPECK Pada Raspberry Pi
25,Implementasi Pure Data Programming Untuk Generate Real-Time Game Audio Synthesis Pada Platformer Game
25,Evolution Strategies Untuk Optimasi Pembentukan Fungsi Regresi Linier Dalam Menentukan Kebutuhan Volume Air Penyiraman Tanah
25,Evaluasi Usability dan Perbaikan Antarmuka Pengguna Situs Web VEDC/P4TK BOE Malang Menggunakan Questionnaire For User Interface Satisfaction (QUIS) dan Pendekatan Human-Centered Design
25,Implementasi Algoritma Genetika untuk Optimasi LVQ pada Penentuan Kelayakan Kredit  (Studi Kasus: Bank X)
25,Sistem Deteksi Posisi Objek Acak Berbasis Image Processing Pada Platform MyRIO
25,Implementasi Metode Backpropagation Untuk Peramalan Luas Area Terbakar di Hutan dengan Inisialisasi Bobot Nguyen-Widrow
25,Evaluasi Pemanfaatan Aplikasi Pelaporan Orang Asing (APOA) Menggunakan Model Kesuksesan DeLone and McLean dan Importance Performance Analysis (IPA) (Studi Kasus : Kantor Imigrasi Kelas I Kota Malang)
25,Analisis Kualitas Layanan Website Terhadap Persepsi Pengguna Menggunakan Metode Webqual dan Servqual
25,"Pembangunan Aplikasi Monitoring dan Seleksi Atlet  (Studi Kasus: Cabang Olahraga Basket, Sepak Bola, dan Bola Voli)"
26,Sistem Rekomendasi Pemilihan Benih Varietas Unggul Padi Menggunakan Metode Fuzzy Analitycal Hierarchy Process - Simple Additive Weighting
26,"Klasifikasi Jenis Buah Apel Lokal Berdasarkan Penciri Warna, Aspectratio dan GLCM Menggunakan Belt Konveyor Berbasis Raspberry Pi"
26,Pengembangan Sistem Informasi Aspirasi Online Berbasis Web Menggunakan Pemodelan Reuse-Oriented Development (Studi Kasus : DPM Universitas Brawijaya)
26,Klasifikasi Video Clickbait pada YouTube Berdasarkan Analisis Sentimen Komentar Menggunakan Learning Vector Quantization (LVQ) dan Lexicon-Based Features
26,Deteksi Gerakan Kepala Berdasarkan Analisis Bounding Box Pada Citra Digital Berbasis Raspberry Pi
26,Pengembangan Aplikasi Mobile Manajemen Keuangan Dengan Metode Scrum (Studi Kasus Mahasiswa FILKOM UB)
26,Klasifikasi Minyak Goreng Berdasarkan Frekuensi Penggorengan Menggunakan Metode K-Nearest Neighbor Berbasis Raspberry Pi
26,Implementasi Metode Support Vector Machine Untuk Klasifikasi Jenis Penyakit Malaria
26,Pengembangan Aplikasi Pelatihan Bahasa Pada Tunarungu Menggunakan Google Speech Berbasis Android
26,Klasifikasi Kemacetan Lalu Lintas di Kota Malang Pada Sosial Media Twitter Menggunakan Metode Improved K-Nearest Neighbor
26,Evaluasi Penerimaan dan Kesuksesan Implementasi Integrated Billing System (IBS) menggunakan Technology Acceptance Model dan Human Organization Technology - Fit Model pada PT. PELINDO III Cabang Tanjung Wangi
26,Implementasi Cobit 4.1 Domain Deliver and Support (DS) Terhadap Tata Kelola Teknologi Informasi  (Studi Kasus: Dinas Komunikasi dan Informatika Kabupaten Tulungagung)
26,Peningkatan Pengalaman Terhadap Pengguna Aplikasi Katalog Frame Kacamata Menggunakan Teknologi Augmented Reality
26,Pengembangan Sistem Informasi Distribusi Produk Dengan Menggunakan Rational Unified Process (Studi Kasus Pada CV. Chiara Muslimah)
26,Pengembangan Sistem Monitoring Aset Berbasis Lokasi Pada Platform Mobile
26,Pengukuran Tingkat Kematangan Tata Kelola Teknologi Informasi Pada Dinas Komunikasi dan Informatika Kabupaten Lamongan Menggunakan Framework COBIT 4.1 Domain Plan and Organise (PO) dan Acquire and Implement (AI)
26,Sistem Pembacaan Nada Trumpet dengan Metode Fast Fourier Transform (FFT) Berbasis Embedded System
26,Implementasi Sistem Monitoring Keamanan Rumah Pintar Berbasis Alexa Voice Command Pada Raspberry Pi
26,Pengembangan Aplikasi Geotagging Pemetaan Sungai Dengan Pendekatan Gamification
26,Implementasi Connected Component Labeling untuk Deteksi Objek Penghalang Bagi Penyandang Tunanetra Berbasis Raspberry Pi
26,Rekomendasi Rumah Makan Malang Menggunakan Metode Fuzzy Analytical Hierarchy Process dan Technique For Order Preference by Similarity to Ideal Solution
26,Evaluasi dan Perbaikan Rancangan Antarmuka Pengguna Situs Web Eventmalang Menggunakan Pendekatan Human Centered Design
26,Rekomendasi Dan Perbaikan Proses Bisnis Menggunakan Business Process Improvement Pada PT. Trivia Nusantara
26,Rekomendasi Pemilihan Burung Menggunakan Metode Simple Additive Weighting (SAW) dan Technique Order Preference by Similarity To Ideal Solution (TOPSIS)
26,Pengembangan Sistem Simulasi Perkiraan Penyebaran Api Pada Gunung Arjuno Kawasan Tahura R. Soerjo Menggunakan Tangible Landscape
26,Implementasi Protokol MQTT (Message Queuing Telemetry Transport) Untuk Monitoring Infus Pasien Secara Terpusat
26,Deteksi dan Pengenalan Wajah sebagai Pendukung Keamanan Menggunakan Algoritme Haar-Classifier dan Eigenface Berbasis Raspberry Pi
26,Deteksi Jarak Bola Pada Robot Kiper Sepak Bola Menggunakan Hough Circle Transformation Berbasis Raspberry Pi
26,Integrasi Low Power Sensor Node Berbasis Protokol Message Queue Telemetry Transport - Sensor Network (MQTT-SN) & ATmega328p
26,Evaluasi Usability Aplikasi Mobile KAI Access Menggunakan Metode System Usability Scale (SUS) Dan Discovery Prototyping (Studi Kasus PT KAI)
26,Implementasi Otomasi Kandang dalam Rangka Meminimalisir Heat Stress pada Ayam Broiler dengan Metode Fuzzy Sugeno
26,Pengembangan Stateful Packet Inspection dengan Metode NDPMon untuk Duplicate Address Detection
26,Implementasi Purwarupa Sistem Pemantau Suhu Serta Kelembaban Berbasis XBEE Sensor Network dan Arduino Uno
26,Pembangunan Sistem Aplikasi Pelayanan Administrasi Desa Berbasis Web dengan Fitur Notifikasi Sms Gateway (Studi Kasus Desa Pelangwot)
26,Sistem Monitoring Kondisi Aliran Pada Gorong-gorong Saluran Air Menggunakan Metode Fuzzy
26,Implementasi Wireless Sensor Network Mengunakan Babel Routing Protokol
26,Rancang Bangun Sistem Pemilah Tomat Berdasarkan Tingkat Kematangan
26,Pembangunan Sistem Aplikasi Rekam Medis Elektronik Dan Pendaftaran Pasien Online Berbasis Web (Studi Kasus : Klinik Medis Elisa Malang)
26,Klasifikasi Kemacetan Lalu Lintas Kota Malang Melalui Media Twitter Menggunakan Metode Neighbor Weighted K-Nearest Neighbor (NW-KNN)
26,Implementasi Sistem Sensor Dan Aktuator Real Time Pada Tanaman Jamur
26,Implementasi Error Detection System Pada Komunikasi Serial Arduino Menggunakan Metode Cyclic Redundancy Check (CRC)
26,Implementasi Protokol Zigbee Pada Wireless Sensor Network
26,"Pengembangan Game Edukasi Mobile Augmented Reality untuk Membantu Pembelajaran Anak dalam Membaca, Menulis, dan Berhitung"
26,Studi Implementasi Manajemen Antrian WRED untuk Menghindari Congestion pada LR-WPAN
26,Sistem Pemilah Telur Ayam Kampung dan Ayam Negeri Menggunakan Metode Naive Bayes
26,Implementasi K-Nearest Neighbor untuk Klasifikasi Ekspresi Wajah Berdasarkan Data Muscle Sensor dan Berbasis Arduino
26,Rekomendasi Resep Masakan Berdasarkan Ketersediaan Bahan Masakan Menggunakan Metode N-Gram dan Cosine Similarity
26,Implementasi Penyimpanan Data Persisten pada Docker Swarm Menggunakan Network File System (NFS)
26,Evaluasi Kualitas dan Kesuksesan Sistem Informasi Batu Among Tani Teknologi (BATT) dengan Menggunakan Pendekatan Technology Acceptance Model (TAM) dan Delone & Mclean
26,Implementasi Metode Template Matching untuk Mengenali Nilai Angka pada Citra Uang Kertas yang Dipindai
26,Pengembangan Sistem Informasi Penanganan Keluhan Warga Desa Berbasis Web (Studi Kasus Pemerintah Desa Suwayuwo)
26,Sistem Diagnosis Penyakit Kelinci Menggunakan Metode Fuzzy Tsukamoto
26,Optimasi Komposisi Makanan Untuk Keluarga Penderita Diabetes Melitus Menggunakan Algoritme Genetika
26,Implementasi Algoritme Genetika Untuk Optimasi Komposisi Gizi Menu Makanan Bagi penderita Stroke Hemoragik
26,Pembangunan Dashboard Produksi Pada PTPN XII Persero Kantor Wilayah III Gunung Gambir Berbasis Web
26,Rekomendasi Pemberian Kredit Pemilikan Rumah (KPR) Pada Nasabah Bank Menggunakan Metode AHP - Topsis (Studi Kasus: PT. Bank Negara Indonesia. Tbk)
26,Pembangunan Aplikasi Penjualan dan Pelayanan Pelanggan pada PT. Mega Abadi Motorindo
26,Implementasi Naive Bayes dan Weighted Product Dalam Memberi Rekomendasi Hotel Terbaik Saat Berwisata Di Bali
26,Evaluasi Kualitas Perangkat Lunak Menggunakan ISO/IEC 9126-4 Quality In Use (Studi Kasus : FILKOM Apps)
26,Sistem Rekomendasi Perbaikan Jalan di Makassar Dengan Metode AHP-TOPSIS
26,Implementasi Perangkat Mobile Publisher Subscriber Sebagai Perantara Pengiriman Data Sensor Dari Lapangan Ke Pusat Data
26,Analisis Kinerja OpenFlow Switch Aruba 2920
26,Pengembangan Sistem Perantara Pengiriman Data Menggunakan Modul Komunikasi LoRa dan Protokol MQTT Pada Wireless Sensor Network
26,Evaluasi User Experience Pada Game PUBG MOBILE Menggunakan Metode Cognitive Walkthrough
26,Implementasi Metode Klasifikasi Support Vector Machine (SVM) Terhadap Pemakaian Minyak Goreng
26,Evaluasi Dan Perbaikan Proses Bisnis Menggunakan Business Process Improvement (BPI) (Studi Kasus: Divisi PPID Komisi Pemilihan Umum Kota Malang)
26,Evaluasi Kualitas Konten Website Republika Online Berdasarkan Metode Global Quality Evaluation
26,Implementasi Metode Klasifikasi Bayes Untuk Penentuan Keaslian Madu Lebah Berbasis Embedded System
26,Perencanaan Keamanan Informasi Berdasarkan Analisis Risiko Teknologi Informasi Menggunakan Metode OCTAVE dan ISO 27001 (Studi Kasus Bidang IT Kepolisian Daerah Banten)
26,Pengembangan Sistem Informasi Pemesanan Produk Pada PT. Temprina Media Grafika Menggunakan Zachman Framework
26,Pengembangan Aplikasi E-Learning Dengan Menerapkan Metode Gamification
26,Evaluasi dan Perancangan User Interface untuk Meningkatkan User Experience menggunakan Metode Human-Centered Design dan Heuristic Evaluation pada Aplikasi Ezyschool
26,Evaluasi dan Perancangan User Interface untuk Meningkatkan User Experience Menggunakan Metode Human-Centered Design dan Heuristic Evaluation Pada Aplikasi Ezypos
26,Pengembangan Aplikasi Pembelajaran Pengucapan Bahasa Inggris Berbasis Android Menggunakan Automatic Speech Recognizer (ASR)
26,Rancang Bangun GPS Back Track Pada Rekaman Rute Pendakian Menggunakan Sistem Embedded
26,Pengembangan Aplikasi Web Pengelolaan Alokasi Dana Desa Dengan Model Prototyping
26,Pembangunan Sistem Pengelolaan Soal (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya)
26,"Evaluasi dan Perbaikan Proses Bisnis Menggunakan Business Process Improvement (BPI) (Studi Kasus: Bidang Komunikasi, Dinas Komunikasi dan Informatika Kota Batu)"
26,Implementasi Fault Tolerant System dengan N-modular Hardware Redundancy
26,Pengembangan Sistem Informasi Manajemen Gudang Pada PT. Inti Karsa Banten Menggunakan Metode Zachman Framework
26,Penerapan Algoritme Finite State Machine Berbasis Fragment Shader untuk Proses Pengambilan Keputusan pada Non Player Character (Studi Kasus Game Battle Tank)
26,Pengembangan Sistem Layanan Pengajuan Surat Warga Pada Kelurahan Sukun Di Kota Malang
26,Implementasi Alexa Voice Command Untuk Pembacaan Informasi Sensor Pada Rumah Pintar
26,Pengembangan Sistem Informasi Manajemen Akademik Sekolah Dasar Untuk Pendaftaran Dan Pendataan Ulang Siswa (Studi Kasus Pada Sekolah Dasar Negeri Dinoyo 1 Malang)
26,Analisis Dan Perancangan Data Warehouse Menggunakan Pendekatan Mixed-Driven (Studi Pada Dinas Komunikasi dan Informatika Kabupaten Sidoarjo)
26,Implementasi Metode Learning Vector Quantization Untuk Klasifikasi Penyakit Demam
26,Evaluasi dan Perbaikan Tampilan Website Taman Rekreasi Sengkaling UMM Dengan Metode Human Centered Design (HCD)
26,Pengenalan Sidik Jari Balita Menggunakan Metode Zone Based Linear Binary Pattern dan Extreme Learning Machine
26,Deteksi Kendaraan Roda Empat untuk Mendukung Keamanan Berkendara Menggunakan Histogram Of Oriented Gradients dan Support Vector Machine Berbasis Raspberry Pi
26,Query Expansion Pada Line Today Menggunakan Algoritme Ide-Dec-Hi dan Ide-Regular
26,Implementasi Metode Exponential Smoothing Untuk Prediksi Bobot Kargo Bulanan Di Bandara Internasional I Gusti Ngurah Rai
26,Rancang Bangun View controller Menggunakan Sensor Akselerometer Pada Game Bus Simulator Sebagai Sarana User Experience (UX) Berbasis Sistem Embedded
26,Seleksi Fitur Information Gain Pada Klasifikasi Citra Makanan Menggunakan Hue Saturation Value dan Gray Level Co-Occurrence Matrix
26,Pencarian Resep Makanan Berdasarkan Citra Makanan Menggunakan Ekstraksi Fitur Simple Morphological Shape Descriptors dan Color Moment
26,Sistem Deteksi Lama Waktu Penyimpanan Daging Ayam Berdasarkan Warna Dan Kadar Amonia Berbasis Sensor TCS3200 dan MQ135 Dengan Metode Jaringan Syaraf Tiruan
26,Seleksi Fitur Information Gain pada Klasifikasi Citra Makanan Menggunakan Ekstraksi Fitur Haralick dan YUV Color Moment
26,Sistem Deteksi Gejala Hipoksia Berdasarkan Saturasi Oksigen dan Detak Jantung Menggunakan Metode Fuzzy Berbasis Arduino
26,Kendali Kecepatan Putaran Motor Smart Wheelchair untuk Meredam Getaran pada Jalan Bergelombang dengan Metode PID
26,Pengembangan Dan Uji Usability Aplikasi Pemilu Legislatif 2019 Kota Tangerang Selatan Menggunakan Metode Prototyping Berbasis Android
26,Implementasi Gabungan Metode K-Means Learning Vector Quantization (LVQ) Untuk Klasifikasi Fungsi Senyawa Aktif Menggunakan Data SMILES
26,Momentum Backpropagation Untuk Klasifikasi Fungsi Senyawa Aktif Berdasarkan Notasi SMILES (Simplified Molecular Input Line Entry System)
26,Perbandingan Jaringan Saraf Tiruan LVQ Dengan Backpropagation Dalam Deteksi Dini Penyakit Jantung Koroner
26,Evaluasi Kesuksesan Implementasi Sistem Open Public Access Catalog Dengan Delone and Mclean Model Pada Perpustakaan Universitas Brawijaya
26,Perbaikan Proses Bisnis Menggunakan Business Process Improvement Pada Badan Pusat Statistik Kabupaten Kediri
26,Segmentasi Pelanggan Menggunakan Metode Fuzzy C-Means Clustering Berdasarkan LRFM Model Pada Toko Sepatu  (Studi Kasus: Ride Inc Kota Malang)
26,Analisis Segmentasi Pelanggan Dengan RFM Model Pada Pt. Arthamas Citra Mandiri Menggunakan Metode Fuzzy C-Means Clustering
26,Pembangunan Sistem Pengelolaan Data Nilai Siswa Berdasarkan Presensi Berbasis Web Dengan Fitur SMS Gateway Studi Kasus: SD Negeri Liprak Kidul 1
26,Analisis Kinerja Protokol Routing Ad Hoc On Demand Distance Vector (AODV) Pada Jaringan Vehicular Ad Hoc Network (VANET) Berdasarkan Variasi Model Jalan
26,Implementasi Kerangka Kerja Cobit 4.1 Domain Acquire and Implement (AI) Terhadap Tata Kelola Teknologi Informasi  (Studi Kasus: Dinas Komunikasi dan Informatika Kota Bukittinggi)
26,Kualitas dan Kesuksesan Implementasi Sistem Pelaporan Nilai di Sekolah Menengah Atas Dengan Menggunakan Expectation-Confirmation Model dan DeLone & McLean
26,"Perbandingan Algoritme FIFO, PIE, dan RED terhadap Quality of Service pada Wireless Local Area Network"
26,Implementasi Sistem Real Time Peringatan Kebakaran Pada Terminal Listrik Rumah Tangga
26,Pengembangan Sistem Informasi Keuangan Pegawai Biro Organisasi Sekretariat Daerah Provinsi Jawa Timur
26,Analisis Perbandingan Kinerja Routing Protokol IS-IS dengan Routing Protokol EIGRP dalam Dynamic Routing
26,Pengembangan Sistem Informasi Pengelolaan Nilai Siswa Menggunakan Metode Human Centered Design (Studi Pada SMP Negeri 1 Gondanglegi)
26,"Analisis Faktor Minat Beli, Social commerce, Kepercayaan Dan Followers  Dalam Pemasaran Produk Melalui Media Sosial Facebook  Hijup"
26,Pengembangan Sistem Informasi Kegiatan Pada Unit Pelaksana Teknis Pelatihan Teknis Perikanan Budidaya dan Pengolahan Produk Kelautan dan Perikanan Kepanjen Menggunakan Metode Rational Unified Process
26,Sistem Pendeteksi Penyakit Diabetes Melitus dan Tingkat Dehidrasi Berdasarkan Kondisi Urin Dengan Metode Jaringan Saraf Tiruan Berbasis Aplikasi Android
26,Penilaian Tingkat Kapabilitas Proses Akuisisi Pengembangan Sistem Informasi Menggunakan CMMI For Acquisition (CMMI-ACQ) Versi 1.3  (Studi Kasus: Dinas Komunikasi dan Informatika Kabupaten Tulungagung)
26,Sistem Penghitung Jumlah Orang Melewati Pintu Menggunakan Metode Background Subtraction Berbasis Raspberry Pi
26,Sistem Klasifikasi Jenis Karat Menggunakan Metode Decision Tree Berbasis Raspberry Pi
26,Pengembangan Sistem Informasi Akademik Pada Sekolah Dasar Islam Terpadu Insantama (SDIT) Malang Berbasis Website
26,Implementasi Protokol UPnP pada Perangkat Smart Home Berbasis ESP8266
26,Implementasi Sistem Gateway Discovery pada Wireless Sensor Network (WSN) Berbasis Modul Komunikasi LoRa
26,Evaluasi User Experience Pada Game Augmented Reality (Sub Projection Mapping ) : Wall Climbing Menggunakan Heuristic Playbility (PLAY)  (Studi Kasus : Wahana Jawa Timur Park 3)
27,Prediksi Tingkat Pemahaman Siswa Dalam Materi Pelajaran Bahasa Indonesia Menggunakan Naive Bayes Dengan Seleksi Fitur Information Gain
27,Pengembangan Sistem Pelaporan Pemeliharaan Stasiun ONLIMO (Online Monitoring) Milik BPPT (Badan Pengkajian dan Penerapan Teknologi) Berbasis Android
27,Pembangunan Kakas Bantu Untuk Mengukur Maintainability Index Pada Perangkat Lunak Berdasarkan Nilai Halstead Metrics dan McCabe's Cyclomatic ComplexityEnglish
27,Klasifikasi Dokumen SAMBAT Online Menggunakan Metode Naive Bayes dan Seleksi Fitur Berbasis Algoritme Genetika
27,Klasifikasi Pengidap Kanker Payudara Menggunakan Metode Voting Based Extreme Learning Machine (V-ELM)
27,Pengembangan Sistem Pelaporan Kerusakan Jalan Otomatis Berbasis Sistem Embedded
27,Prediksi Kelulusan Mahasiswa Berdasarkan Kinerja Akademik Menggunakan Pendekatan Data Mining Pada Program Studi Sistem Informasi Fakultas Ilmu Komputer Universitas Brawijaya
27,Implementasi Sistem Akuisisi Data Sensor Pertanian Menggunakan Protokol Komunikasi LoRa
27,Peringkasan Teks Untuk Deteksi Kejadian Pada Dokumen Twitter Berbahasa Indonesia Dengan Metode Affinity Propagation
27,Klasifikasi Sinyal Otak Motor Imagery Menggunakan Extreme Learning Machine Dan Discrete Fourier Transform
27,Pengembangan Sistem Informasi Perpustakaan Berbasis Web Pada Perpustakaan Kecamatan Bungah
27,Evaluasi Usability Pada Aplikasi KRL Access Dengan Menggunakan Metode Evaluasi Heuristik
27,Pengembangan Sistem Pengelolaan Acara dengan Pendekatan Gamification
27,Penentuan Waktu Terakhir Penggunaan Ganja dengan Metode Radial Basis Function Neural Network (RBFNN)
27,Temu Kembali Citra Makanan Menggunakan Ekstraksi Fitur Gray Level Co-occurrence Matrix dan CIE L*a*b* Color Moments Untuk Pencarian Resep Masakan
27,Evaluasi Usability Pada Antarmuka Pengguna Aplikasi PLN Mobile Menggunakan Metode Evaluasi Heuristik
27,Pembangunan Sistem Informasi Praktik Pengalaman Lapangan (PPL) Berbasis Android (Studi Pada Fakultas Ilmu Komputer Universitas Brawijaya)
27,Pengembangan Sistem Informasi Penyambungan Baru Listrik Khusus Pelanggan Getting Electricity Berbasis Web Pada PT.PLN (Persero) Distribusi Jawa Timur Area Gresik
27,Pembangunan Sistem Pengelolaan Pendistribusian Dana Bantuan Sekolah (Studi Kasus: Dinas Pendidikan Dan Kebudayaan Kota Serang)
27,Rekomendasi Multilabel Otomatis Pada Artikel Dengan Algoritme Fuzzy C-Means Dan K-Nearest Neighbor
27,Pengembangan Aplikasi Perangkat Bergerak Berbasis Android Untuk Survei Kepuasan Masyarakat Dengan Metode Mobile-D (Studi Kasus : RSUD Ngudi Waluyo Wlingi Kabupaten Blitar)
27,Pengembangan Aplikasi Access Information Support System Berbasis Android (Studi Kasus: Unit Data Access Management & Inventory Telkom Regional 5)
27,Pengembangan Aplikasi Native Pelaporan Kerusakan Jalan Pada Platform iOS
27,Evaluasi User Experience Menggunakan meCUE Questionnaire (Studi Kasus Pada Aplikasi Traveloka Dan Pegipegi)
27,Evaluasi Kualitas Website Pemerintah Daerah Dengan Menggunakan Webqual 4.0 dan Importance Performance Analysis (IPA) (Studi Kasus Dinas Kebudayaan dan Pariwisata Kabupaten Pasuruan)
27,Analisis Kualitas Layanan Website dengan menggunakan Metode Webqual 4.0 dan Importance and Performance Analysis (IPA) pada UPT Perpustakaan Proklamator Bung Karno
27,Implementasi Sistem Kendali Kecepatan Kursi Roda Elektrik Menggunakan Kendali Proporsional Pada Kondisi Jalan Menanjak Dan Menurun
27,Pengembangan Aplikasi Voice Call Dengan Management Kontak Berbasis Suara Bagi Pengguna Tuna Netra
27,Klasifikasi Citra Makanan Menggunakan Algoritme Learning Vector Quantization Berdasarkan Ekstraksi Fitur Color Histogram dan Gray Level Co-occurrence Matrix
27,Pengembangan Sistem Informasi Reservasi Pada CV. Dwi Artha Indah Samarinda Menggunakan Metode Rational Unified Process
27,Pengembangan Sistem Informasi Pencatatan Pengujian Relay Proteksi Pada Sub-Unit Basecamp PT. PLN (Persero) Transmisi Jawa Bagian Timur dan Bali Menggunakan Metode Waterfall
27,Klasifikasi Jenis Makanan dari Citra Smartphone Berdasarkan Ekstraksi Fitur Haralick dan CIE Lab Color Moment Menggunakan Learning Vector Quantization
27,Implementasi Algoritme Extreme Learning Machine (ELM) Untuk Prediksi Harga Emas Bagi Investor
27,Klasifikasi Jenis Citra Makanan Tunggal Berdasarkan Fitur Local Binary Patterns dan Hue Saturation Value Menggunakan Improved K-Nearest Neighbor
27,Pengembangan Board Game Edukasi Dengan Teknologi Augmented Reality (Studi Kasus Permainan Ular Tangga)
27,Klasifikasi Teks Bahasa Indonesia Pada Dokumen Pengaduan SAMBAT Online Menggunakan Metode Naive Bayes dan Kombinasi Seleksi Fitur
27,Klasifikasi Ujaran Kebencian pada Twitter Menggunakan Metode Naive Bayes Berbasis N-Gram Dengan Seleksi Fitur Information Gain
27,Pengembangan Sistem Informasi Monitoring Dan Evaluasi Hasil Kegiatan Pengawas Berbasis Web  (Studi Kasus: Dinas Pendidikan Kota Malang)
27,Implementasi Algoritme Mapping Dengan Backtracking Pada Mobile Robot Dalam Maze
27,Pengembangan Webgis Untuk Menentukan Jalur Aman Dari Kriminal Di Kota Malang Menggunakan Algoritme Bellman-Ford
27,Klasifikasi Kematangan Buah Pisang Berbasis Sensor Warna Dan Sensor Load Cell Menggunakan Metode Naive Bayes
27,Analisis Penerimaan Pengguna E-Learning Fakultas Ilmu Komputer Menggunakan Model Unified Theory of Acceptance And Use of Technology (UTAUT) dan Task Technology Fit (TTF)
27,Pengembangan Sistem Informasi Penggajian Pada Tugu Hotel Lombok Menggunakan Metode Rational Unified Process
27,Perbaikan Proses Bisnis Pembangunan Base Transceiver Station (BTS) Menggunakan Business Process Improvement (Studi Kasus: Badan Aksesibilitas Telekomunikasi dan Informasi KOMINFO)
27,Pengembangan Sistem Informasi Roadbook untuk Program Tur Perjalanan Wisata Berbasis Web dengan Metode RUP (Rational Unified Process) Pada PT. Quest Travel Indonesia
27,Seleksi Fitur Information Gain Pada Temu Kembali Citra Jenis Makanan Menggunakan Dominant Color Descriptor Dan Gray Level Co-occurence Matrix
27,Implementasi Arsitektur Publish And Subscribe Pada Alat Monitoring Suhu Dan Kelembaban Kandang Ular Python Regius Menggunakan NodeMCU (ESP8266)
27,Optimasi Peramalan Metode Backpropagation Menggunakan Algoritme Genetika pada Jumlah Penumpang Kereta Api di Indonesia
27,Perbaikan Proses Complain Website Qoo10.co.id Menggunakan Usability Testing dan Compatibility Behavioural
27,"Analisis Usability Aplikasi Perangkat Bergerak Jual Beli Online dengan Model People At The Center of Mobile Application Development (PACMAD) (Studi Kasus : Tokopedia, Bukalapak dan Shopee)"
27,Analisis Faktor-Faktor Yang Memengaruhi Minat Pemain Dalam Permainan MOBA (Studi Kasus: Mobile Legends: Bang-Bang!)
27,Implementasi Metode Time Invariant Fuzzy Time Series Untuk Memprediksi Jumlah Keberangkatan Penumpang Pelayaran Dalam Negeri Di Pelabuhan Tanjung Priok
27,Analisis Sentimen Pada Ulasan Aplikasi BCA Mobile Menggunakan BM25 Dan Improved K-Nearest Neighbor
27,"Penerapan Metode Fuzzy Tsukamoto untuk Menentukan Harga Sewa Hotel (Studi Kasus: Gili Amor Boutique Resort, Dusun Gili Trawangan, Nusa Tenggara Barat)"
